ticker,headline,summary,source,date,label_text,label,true_label,headline_clean,vader_model,vader_label,vader_compound_score,vader_score_positive,vader_score_negative,vader_score_neutral
SPY,Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,,FinancialPhraseBank,2024-11-18,positive,2.0,positive,Finnish handling systems company Cargotec Oyj  HEL : CGCBV  said today that it won a EUR 13 million  USD 16.6 m  contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,VADER,positive,0.5719,0.107,0.0,0.893
SPY,"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",,FinancialPhraseBank,2025-12-26,positive,2.0,positive,"Finnish steel maker Rautaruukki Oyj  Ruukki  said on July 7 , 2008 that it won a 9.0 mln euro  $ 14.1 mln  contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",VADER,positive,0.5719,0.104,0.0,0.896
SPY,"However , the broker gave an `` outperform '' recommendation on the stock .",,FinancialPhraseBank,2024-08-30,positive,2.0,positive,"However , the broker gave an  outperform '' recommendation on the stock .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,,FinancialPhraseBank,2024-08-22,positive,2.0,positive,Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,VADER,positive,0.7351,0.238,0.0,0.762
SPY,"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",,FinancialPhraseBank,2024-08-26,positive,2.0,positive," ADP News  - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj  OMX : POY1V  said today it was awarded a EUR 5.2 million  USD 7.4 m  extension to their existing consultancy engineering contract with Venezuel",VADER,positive,0.4019,0.08,0.0,0.92
SPY,"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",,FinancialPhraseBank,2025-07-03,positive,2.0,positive," ADP News  - Oct 31 , 2008 - Finnish food company Raisio Oyj  OMX : RAIVV  said today that its net profit jumped to EUR 16.4 million  USD 20.9 m  for the first nine months of 2008 from EUR 1.1 million for the same period of 2",VADER,positive,0.4404,0.068,0.0,0.932
SPY,"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",,FinancialPhraseBank,2024-09-27,positive,2.0,positive," ADP News  - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million  EUR 1.3 m  order to deliver its StoneGate network security products to an unnamed Russian te",VADER,positive,0.8481,0.236,0.0,0.764
SPY,Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,,FinancialPhraseBank,2025-12-24,positive,2.0,positive,Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro  $ 23.1 mln  from 4.6 mln euro  $ 6.3 mln  a year ago .,VADER,positive,0.4404,0.108,0.0,0.892
SPY,Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,,FinancialPhraseBank,2024-02-09,positive,2.0,positive,Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,VADER,positive,0.4404,0.225,0.0,0.775
SPY,"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",,FinancialPhraseBank,2024-08-19,positive,2.0,positive,"Profitability  EBIT %  was 13.9 % , compared to 13.1 % in the previous-year period .",VADER,positive,0.2732,0.174,0.0,0.826
SPY,"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",,FinancialPhraseBank,2025-08-13,positive,2.0,positive,"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",VADER,positive,0.4767,0.237,0.0,0.763
SPY,"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",,FinancialPhraseBank,2025-04-18,positive,2.0,positive,"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",VADER,positive,0.4019,0.172,0.0,0.828
SPY,SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,,FinancialPhraseBank,2025-11-25,positive,2.0,positive,SKF 6 April 2010 - Alandsbanken has given a  buy '' recommendation on Swedish industrial company SKF AB  STO : SKF B  with a share price target of SEK150 .,VADER,positive,0.296,0.091,0.0,0.909
SPY,Sports equipment sales also progressed well owing to the prolonged winter season .,,FinancialPhraseBank,2025-05-26,positive,2.0,positive,Sports equipment sales also progressed well owing to the prolonged winter season .,VADER,positive,0.2732,0.16,0.0,0.84
SPY,TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,,FinancialPhraseBank,2025-04-23,positive,2.0,positive,TELE2 Affarsvarlden gave a  buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns  $ 23.54 - 15.19 euro  .,VADER,positive,0.296,0.099,0.0,0.901
SPY,The acquisition will have an immediate positive impact on Aspocomp 's financial result .,,FinancialPhraseBank,2025-12-01,positive,2.0,positive,The acquisition will have an immediate positive impact on Aspocomp 's financial result .,VADER,positive,0.5574,0.231,0.0,0.769
SPY,"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",,FinancialPhraseBank,2025-12-16,positive,2.0,positive,"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",VADER,positive,0.4019,0.114,0.0,0.886
SPY,The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,,FinancialPhraseBank,2025-04-02,positive,2.0,positive,The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,VADER,positive,0.3818,0.159,0.0,0.841
SPY,The Group also has a strong global position in other fishing categories .,,FinancialPhraseBank,2024-10-30,positive,2.0,positive,The Group also has a strong global position in other fishing categories .,VADER,positive,0.5106,0.248,0.0,0.752
SPY,"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",,FinancialPhraseBank,2025-02-25,positive,2.0,positive,"The original name Componenta ml , as a subsidiary of the Finnish Componenta Group , has been changed to ml Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",VADER,positive,0.5994,0.136,0.0,0.864
SPY,This resulted in improved sales figures in Sweden .,,FinancialPhraseBank,2024-07-03,positive,2.0,positive,This resulted in improved sales figures in Sweden .,VADER,positive,0.4767,0.307,0.0,0.693
SPY,- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,,FinancialPhraseBank,2024-04-08,positive,2.0,positive,- UPM-Kymmene upgraded to  in-line ' from  underperform ' by Goldman Sachs .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,`` Demand for sports equipment was good in 2005 .,,FinancialPhraseBank,2024-12-18,positive,2.0,positive, Demand for sports equipment was good in 2005 .,VADER,positive,0.34,0.279,0.144,0.577
SPY,Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,,FinancialPhraseBank,2025-08-04,positive,2.0,positive,Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,VADER,positive,0.4767,0.088,0.0,0.912
SPY,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",,FinancialPhraseBank,2025-09-15,positive,2.0,positive,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",VADER,positive,0.7003,0.139,0.0,0.861
SPY,Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,,FinancialPhraseBank,2024-09-11,positive,2.0,positive,Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,VADER,positive,0.3182,0.216,0.0,0.784
SPY,Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,,FinancialPhraseBank,2024-08-21,positive,2.0,positive,Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,VADER,positive,0.4019,0.153,0.0,0.847
SPY,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",,FinancialPhraseBank,2024-05-07,positive,2.0,positive,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",VADER,positive,0.296,0.095,0.0,0.905
SPY,"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",,FinancialPhraseBank,2024-02-23,positive,2.0,positive,"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",VADER,positive,0.4767,0.193,0.0,0.807
SPY,"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",,FinancialPhraseBank,2024-06-25,positive,2.0,positive,"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",VADER,positive,0.5719,0.107,0.0,0.893
SPY,"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",,FinancialPhraseBank,2025-09-23,positive,2.0,positive,"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",VADER,positive,0.5719,0.107,0.0,0.893
SPY,"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",,FinancialPhraseBank,2024-08-29,positive,2.0,positive,"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",VADER,positive,0.4404,0.121,0.0,0.879
SPY,Nordea sees a return to positive growth for the Baltic countries in 2011 .,,FinancialPhraseBank,2024-11-04,positive,2.0,positive,Nordea sees a return to positive growth for the Baltic countries in 2011 .,VADER,positive,0.7351,0.383,0.0,0.617
SPY,Operating profit improved by 16.7 % to EUR 7.7 mn .,,FinancialPhraseBank,2024-03-21,positive,2.0,positive,Operating profit improved by 16.7 % to EUR 7.7 mn .,VADER,positive,0.7184,0.462,0.0,0.538
SPY,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,,FinancialPhraseBank,2025-10-28,positive,2.0,positive,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,VADER,positive,0.7184,0.353,0.0,0.647
SPY,Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,,FinancialPhraseBank,2025-09-30,positive,2.0,positive,Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,VADER,positive,0.7184,0.316,0.0,0.684
SPY,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,,FinancialPhraseBank,2025-05-20,positive,2.0,positive,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,VADER,positive,0.7184,0.4,0.0,0.6
SPY,"Previously , the company anticipated its operating profit to improve over the same period .",,FinancialPhraseBank,2024-01-02,positive,2.0,positive,"Previously , the company anticipated its operating profit to improve over the same period .",VADER,positive,0.7003,0.345,0.0,0.655
SPY,Productional situation has now improved .,,FinancialPhraseBank,2025-06-25,positive,2.0,positive,Productional situation has now improved .,VADER,positive,0.4767,0.437,0.0,0.563
SPY,Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,,FinancialPhraseBank,2025-05-01,positive,2.0,positive,Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,VADER,positive,0.4019,0.094,0.0,0.906
SPY,"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",,FinancialPhraseBank,2024-09-23,positive,2.0,positive,"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",VADER,negative,-0.4588,0.0,0.136,0.864
SPY,"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",,FinancialPhraseBank,2025-12-08,positive,2.0,positive,"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",VADER,positive,0.7178,0.222,0.0,0.778
SPY,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",,FinancialPhraseBank,2024-09-24,positive,2.0,positive,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",VADER,positive,0.3612,0.072,0.0,0.928
SPY,The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,,FinancialPhraseBank,2025-12-11,positive,2.0,positive,The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,The EPS improved to EUR0 .38 from EUR0 .27 .,,FinancialPhraseBank,2025-05-30,positive,2.0,positive,The EPS improved to EUR0 .38 from EUR0 .27 .,VADER,positive,0.4767,0.279,0.0,0.721
SPY,"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",,FinancialPhraseBank,2025-07-25,positive,2.0,positive,"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",VADER,positive,0.4588,0.12,0.0,0.88
SPY,"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",,FinancialPhraseBank,2024-06-12,positive,2.0,positive,"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",VADER,positive,0.4588,0.125,0.0,0.875
SPY,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,,FinancialPhraseBank,2024-07-05,positive,2.0,positive,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",,FinancialPhraseBank,2024-03-21,positive,2.0,positive,"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",VADER,positive,0.7096,0.156,0.0,0.844
SPY,"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",,FinancialPhraseBank,2024-08-29,positive,2.0,positive,"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",VADER,positive,0.4019,0.153,0.0,0.847
SPY,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,,FinancialPhraseBank,2024-07-26,positive,2.0,positive,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,VADER,positive,0.1901,0.231,0.139,0.63
SPY,Uponor improved its performance in spite of the decrease in residential construction in the US .,,FinancialPhraseBank,2024-04-22,positive,2.0,positive,Uponor improved its performance in spite of the decrease in residential construction in the US .,VADER,negative,-0.0772,0.159,0.174,0.667
SPY,"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .",,FinancialPhraseBank,2024-10-24,neutral,1.0,neutral,"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .",VADER,positive,0.128,0.097,0.0,0.903
SPY,"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",,FinancialPhraseBank,2024-10-10,neutral,1.0,neutral,"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",VADER,positive,0.6124,0.231,0.111,0.659
SPY,"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",,FinancialPhraseBank,2024-11-15,neutral,1.0,neutral,"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",,FinancialPhraseBank,2024-11-13,neutral,1.0,neutral,"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",VADER,positive,0.7506,0.252,0.0,0.748
SPY,"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",,FinancialPhraseBank,2025-09-09,neutral,1.0,neutral,"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. 33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",VADER,positive,0.8625,0.223,0.0,0.777
SPY,Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,,FinancialPhraseBank,2025-07-16,neutral,1.0,neutral,Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,VADER,positive,0.5106,0.148,0.0,0.852
SPY,Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,,FinancialPhraseBank,2024-03-06,neutral,1.0,neutral,Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",,FinancialPhraseBank,2024-11-21,neutral,1.0,neutral,"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare  Welfare since August 2007 .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,,FinancialPhraseBank,2025-03-03,neutral,1.0,neutral,At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,VADER,positive,0.3182,0.161,0.0,0.839
SPY,"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",,FinancialPhraseBank,2024-07-18,neutral,1.0,neutral,"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",VADER,positive,0.5267,0.069,0.0,0.931
SPY,"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",,FinancialPhraseBank,2025-08-04,neutral,1.0,neutral,"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",VADER,positive,0.4588,0.094,0.0,0.906
SPY,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",,FinancialPhraseBank,2025-12-18,neutral,1.0,neutral,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",VADER,positive,0.2263,0.093,0.066,0.841
SPY,"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",,FinancialPhraseBank,2025-06-05,neutral,1.0,neutral,"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",VADER,positive,0.296,0.091,0.0,0.909
SPY,"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-á323-á6201 USA .",,FinancialPhraseBank,2024-12-27,neutral,1.0,neutral,"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : 44 0 20 7162 0025 Europe or 1 334-323-6201 USA .",VADER,positive,0.3182,0.084,0.0,0.916
SPY,Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,,FinancialPhraseBank,2025-10-21,neutral,1.0,neutral,Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",,FinancialPhraseBank,2024-01-17,neutral,1.0,neutral,"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,Halonen 's office acknowledged receiving the letter but declined comment .,,FinancialPhraseBank,2025-04-07,neutral,1.0,neutral,Halonen 's office acknowledged receiving the letter but declined comment .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",,FinancialPhraseBank,2025-05-15,neutral,1.0,neutral,"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",VADER,positive,0.3818,0.115,0.0,0.885
SPY,"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",,FinancialPhraseBank,2025-07-24,neutral,1.0,neutral,"In 2009 , Lee  Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",,FinancialPhraseBank,2025-06-05,neutral,1.0,neutral,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"It is necessary to strengthen the company 's operations , however .",,FinancialPhraseBank,2024-01-11,neutral,1.0,neutral,"It is necessary to strengthen the company 's operations , however .",VADER,positive,0.3182,0.204,0.0,0.796
SPY,Le Lay succeeds Walter G++nter and will be based in Finland .,,FinancialPhraseBank,2024-06-19,neutral,1.0,neutral,Le Lay succeeds Walter Gnter and will be based in Finland .,VADER,positive,0.4939,0.242,0.0,0.758
SPY,"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",,FinancialPhraseBank,2025-05-01,neutral,1.0,neutral,"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",,FinancialPhraseBank,2024-05-06,neutral,1.0,neutral,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",VADER,positive,0.5106,0.105,0.0,0.895
SPY,"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",,FinancialPhraseBank,2025-03-18,neutral,1.0,neutral,"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes :  Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",VADER,positive,0.6124,0.152,0.0,0.848
SPY,"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",,FinancialPhraseBank,2024-09-05,neutral,1.0,neutral,"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",VADER,positive,0.6486,0.275,0.0,0.725
SPY,Satama and Trainers ' House will remain as names and independent brands of the business areas .,,FinancialPhraseBank,2024-02-27,neutral,1.0,neutral,Satama and Trainers ' House will remain as names and independent brands of the business areas .,VADER,neutral,0.0,0.0,0.0,1.0
SPY,"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",,FinancialPhraseBank,2025-12-03,neutral,1.0,neutral,"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",,FinancialPhraseBank,2024-07-22,neutral,1.0,neutral,"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",VADER,neutral,0.0,0.0,0.0,1.0
AMZN,The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .,,FinancialPhraseBank,2024-10-08,neutral,1.0,neutral,The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .,VADER,positive,0.3818,0.088,0.0,0.912
SPY,"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .",,FinancialPhraseBank,2025-10-07,neutral,1.0,neutral,"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyvskyl , Oulu and Vaasa , and to polytechnics to be announced later .",VADER,positive,0.25,0.071,0.0,0.929
SPY,"The guidance has been set at 90 basis points over mid-swaps , the report said .",,FinancialPhraseBank,2024-12-19,neutral,1.0,neutral,"The guidance has been set at 90 basis points over mid-swaps , the report said .",VADER,neutral,0.0,0.0,0.0,1.0
SPY,The invention carries International Patent Publication No. .,,FinancialPhraseBank,2025-06-30,neutral,1.0,neutral,The invention carries International Patent Publication No. .,VADER,negative,-0.296,0.0,0.268,0.732
SPY,"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",,FinancialPhraseBank,2024-12-24,neutral,1.0,neutral,"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",VADER,neutral,0.0,0.0,0.0,1.0
